drugId,diseaseId,drugName,drugSource,diseaseName,diseaseSource,display_relations,indication,contraindication,off_label
DB06691,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Mepyramine,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB06691,9410,Mepyramine,DrugBank,Addison disease,MONDO,contraindication,0,1,0
DB06691,9718,Mepyramine,DrugBank,myxedema,MONDO,contraindication,0,1,0
DB06691,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Mepyramine,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB06700,10356,Desvenlafaxine,DrugBank,nephrogenic syndrome of inappropriate antidiuresis,MONDO,contraindication,0,1,0
DB06700,11057,Desvenlafaxine,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB06700,1200_1134_15512_5080_100078,Desvenlafaxine,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06700,12048,Desvenlafaxine,DrugBank,endogenous depression,MONDO,indication,1,0,0
DB06700,2009_12050_12100,Desvenlafaxine,DrugBank,major depressive disorder,MONDO_grouped,indication,1,0,0
DB06700,3699,Desvenlafaxine,DrugBank,phobic disorder,MONDO,off-label use,0,0,1
DB06700,4985_693_24613_1866,Desvenlafaxine,DrugBank,bipolar disorder,MONDO_grouped,contraindication,0,1,0
DB06700,5027,Desvenlafaxine,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06700,5044,Desvenlafaxine,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06700,5263,Desvenlafaxine,DrugBank,unipolar depression,MONDO,indication,1,0,0
DB06700,5267,Desvenlafaxine,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB06700,6875,Desvenlafaxine,DrugBank,ocular hypertension,MONDO,contraindication,0,1,0
DB06700,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Desvenlafaxine,DrugBank,major affective disorder,MONDO_grouped,contraindication,0,1,0
DB06700,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Desvenlafaxine,DrugBank,anxiety disorder,MONDO_grouped,indication | off-label use,1,0,1
DB06701,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Dexmethylphenidate,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB06701,11057,Dexmethylphenidate,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB06701,1200_1134_15512_5080_100078,Dexmethylphenidate,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06701,1265,Dexmethylphenidate,DrugBank,schizophreniform disorder,MONDO,contraindication,0,1,0
DB06701,13412_13200_12112_7268_11843_13474_13475_13477_10946_12799_8647_12804_13455_14883_13852_13197_7267_13195_12111_13369_7266_13476_5045,Dexmethylphenidate,DrugBank,hypertrophic cardiomyopathy,MONDO_grouped,contraindication,0,1,0
DB06701,19050_4781_44348_44349,Dexmethylphenidate,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB06701,20671,Dexmethylphenidate,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB06701,2280,Dexmethylphenidate,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB06701,2281,Dexmethylphenidate,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB06701,2420,Dexmethylphenidate,DrugBank,tic disorder,MONDO,contraindication,0,1,0
DB06701,2494,Dexmethylphenidate,DrugBank,substance-related disorder,MONDO,contraindication,0,1,0
DB06701,2679,Dexmethylphenidate,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB06701,4985_693_24613_1866,Dexmethylphenidate,DrugBank,bipolar disorder,MONDO_grouped,contraindication,0,1,0
DB06701,5010,Dexmethylphenidate,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB06701,5027,Dexmethylphenidate,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06701,5044,Dexmethylphenidate,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06701,5068,Dexmethylphenidate,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB06701,5084,Dexmethylphenidate,DrugBank,mental disorder,MONDO,contraindication,0,1,0
DB06701,5098,Dexmethylphenidate,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB06701,5302,Dexmethylphenidate,DrugBank,"attention deficit hyperactivity disorder, inattentive type",MONDO,indication,1,0,0
DB06701,5487,Dexmethylphenidate,DrugBank,schizoaffective disorder,MONDO,contraindication,0,1,0
DB06701,6652_3678_1090_3672_3673_3676_3677_3679_6803,Dexmethylphenidate,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB06701,6716,Dexmethylphenidate,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB06701,7079_2491_4938_2046_5367_5689_4456_5186,Dexmethylphenidate,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB06701,7440_10648_12685_694_12881_12319_12642_12686_12877_12882,Dexmethylphenidate,DrugBank,major affective disorder,MONDO_grouped,contraindication,0,1,0
DB06701,7661,Dexmethylphenidate,DrugBank,Tourette syndrome,MONDO,contraindication,0,1,0
DB06701,7743,Dexmethylphenidate,DrugBank,attention deficit-hyperactivity disorder,MONDO,indication,1,0,0
DB06706,100192,Isometheptene,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB06706,1200_1134_15512_5080_100078,Isometheptene,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06706,13600,Isometheptene,DrugBank,insomnia (disease),MONDO,contraindication,0,1,0
DB06706,24644,Isometheptene,DrugBank,myocardial ischemia,MONDO,contraindication,0,1,0
DB06706,5010,Isometheptene,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB06706,5027,Isometheptene,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06706,5044,Isometheptene,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06706,5277,Isometheptene,DrugBank,migraine disorder,MONDO,off-label use,0,0,1
DB06706,7079_2491_4938_2046_5367_5689_4456_5186,Isometheptene,DrugBank,substance abuse/dependence,MONDO_grouped,contraindication,0,1,0
DB06706,8114_1158,Isometheptene,DrugBank,obsessive-compulsive disorder,MONDO_grouped,contraindication,0,1,0
DB06706,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Isometheptene,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB06710,10811,Methyltestosterone,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB06710,10888,Methyltestosterone,DrugBank,endometriosis of uterus,MONDO,contraindication,0,1,0
DB06710,11057,Methyltestosterone,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB06710,11122,Methyltestosterone,DrugBank,obesity disorder,MONDO,contraindication,0,1,0
DB06710,1119,Methyltestosterone,DrugBank,premature menopause,MONDO,indication,1,0,0
DB06710,11962,Methyltestosterone,DrugBank,endometrial cancer,MONDO,contraindication,0,1,0
DB06710,1200_1134_15512_5080_100078,Methyltestosterone,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06710,12819,Methyltestosterone,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB06710,1336,Methyltestosterone,DrugBank,familial hyperlipidemia,MONDO,contraindication,0,1,0
DB06710,1566,Methyltestosterone,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB06710,1567,Methyltestosterone,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB06710,1572,Methyltestosterone,DrugBank,leiomyoma,MONDO,contraindication,0,1,0
DB06710,16093,Methyltestosterone,DrugBank,borderline epithelial tumor of ovary,MONDO,contraindication,0,1,0
DB06710,16096,Methyltestosterone,DrugBank,malignant non-dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06710,16248,Methyltestosterone,DrugBank,familial ovarian cancer,MONDO,contraindication,0,1,0
DB06710,16249,Methyltestosterone,DrugBank,hereditary site-specific ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB06710,17327,Methyltestosterone,DrugBank,primary non-gestational choriocarcinoma of ovary,MONDO,contraindication,0,1,0
DB06710,18171,Methyltestosterone,DrugBank,malignant germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06710,18172,Methyltestosterone,DrugBank,malignant sex cord stromal tumor of ovary,MONDO,contraindication,0,1,0
DB06710,18369,Methyltestosterone,DrugBank,immature ovarian teratoma,MONDO,contraindication,0,1,0
DB06710,19050_4781_44348_44349,Methyltestosterone,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB06710,19154,Methyltestosterone,DrugBank,androgen insensitivity syndrome,MONDO,indication,1,0,0
DB06710,19182,Methyltestosterone,DrugBank,monogenic obesity,MONDO,contraindication,0,1,0
DB06710,19725,Methyltestosterone,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB06710,20538,Methyltestosterone,DrugBank,malignant dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06710,20541,Methyltestosterone,DrugBank,maligant granulosa cell tumor of ovary,MONDO,contraindication,0,1,0
DB06710,20542,Methyltestosterone,DrugBank,malignant Sertoli-Leydig cell tumor of ovary,MONDO,contraindication,0,1,0
DB06710,20543,Methyltestosterone,DrugBank,"theca steroid-producing cell malignant tumor of ovary, not further specified",MONDO,contraindication,0,1,0
DB06710,20671,Methyltestosterone,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB06710,21251,Methyltestosterone,DrugBank,endometrium neoplasm,MONDO,contraindication,0,1,0
DB06710,2303_6948_6951_2089_41093_1630_1633_2088,Methyltestosterone,DrugBank,retinal artery occlusion,MONDO_grouped,contraindication,0,1,0
DB06710,2319,Methyltestosterone,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB06710,2447,Methyltestosterone,DrugBank,endometrial carcinoma (disease),MONDO,contraindication,0,1,0
DB06710,2679,Methyltestosterone,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB06710,2691,Methyltestosterone,DrugBank,liver cancer,MONDO,contraindication,0,1,0
DB06710,2752,Methyltestosterone,DrugBank,ovarian adenocarcinoma,MONDO,contraindication,0,1,0
DB06710,3582,Methyltestosterone,DrugBank,hereditary breast ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB06710,3792,Methyltestosterone,DrugBank,ovarian carcinosarcoma,MONDO,contraindication,0,1,0
DB06710,3795,Methyltestosterone,DrugBank,ovarian small cell carcinoma,MONDO,contraindication,0,1,0
DB06710,44331_16408_19858_18612_16410_15792_16409,Methyltestosterone,DrugBank,congenital hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB06710,4765,Methyltestosterone,DrugBank,intrinsic asthma,MONDO,contraindication,0,1,0
DB06710,4784,Methyltestosterone,DrugBank,allergic asthma,MONDO,contraindication,0,1,0
DB06710,4979,Methyltestosterone,DrugBank,asthma,MONDO,contraindication,0,1,0
DB06710,5009,Methyltestosterone,DrugBank,congestive heart failure,MONDO,contraindication,0,1,0
DB06710,5010,Methyltestosterone,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB06710,5015,Methyltestosterone,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB06710,5027,Methyltestosterone,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06710,5044,Methyltestosterone,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06710,5068,Methyltestosterone,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB06710,5098,Methyltestosterone,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB06710,5133,Methyltestosterone,DrugBank,endometriosis (disease),MONDO,contraindication,0,1,0
DB06710,5159,Methyltestosterone,DrugBank,prostate carcinoma,MONDO,contraindication,0,1,0
DB06710,5240,Methyltestosterone,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB06710,5252,Methyltestosterone,DrugBank,heart failure,MONDO,contraindication,0,1,0
DB06710,5277,Methyltestosterone,DrugBank,migraine disorder,MONDO,contraindication,0,1,0
DB06710,5279,Methyltestosterone,DrugBank,pulmonary embolism (disease),MONDO,contraindication,0,1,0
DB06710,5420_16412_15777,Methyltestosterone,DrugBank,hypothyroidism,MONDO_grouped,contraindication,0,1,0
DB06710,5601,Methyltestosterone,DrugBank,ovarian mucinous adenocarcinoma,MONDO,contraindication,0,1,0
DB06710,5744,Methyltestosterone,DrugBank,yolk sac tumor,MONDO,contraindication,0,1,0
DB06710,6003,Methyltestosterone,DrugBank,uterine corpus cancer,MONDO,contraindication,0,1,0
DB06710,6045,Methyltestosterone,DrugBank,ovarian clear cell adenocarcinoma,MONDO,contraindication,0,1,0
DB06710,6335,Methyltestosterone,DrugBank,ovarian endometrioid adenocarcinoma,MONDO,contraindication,0,1,0
DB06710,6652_3678_1090_3672_3673_3676_3677_3679_6803,Methyltestosterone,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB06710,6716,Methyltestosterone,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB06710,7256_18902_16216_3243,Methyltestosterone,DrugBank,hepatocellular carcinoma,MONDO_grouped,contraindication,0,1,0
DB06710,7886,Methyltestosterone,DrugBank,uterine corpus leiomyoma,MONDO,contraindication,0,1,0
DB06710,7915,Methyltestosterone,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB06710,8170,Methyltestosterone,DrugBank,ovarian cancer,MONDO,contraindication,0,1,0
DB06710,8315,Methyltestosterone,DrugBank,prostate cancer,MONDO,contraindication,0,1,0
DB06710,9718,Methyltestosterone,DrugBank,myxedema,MONDO,contraindication,0,1,0
DB06713,11057,Norelgestromin,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB06713,11122,Norelgestromin,DrugBank,obesity disorder,MONDO,contraindication,0,1,0
DB06713,11962,Norelgestromin,DrugBank,endometrial cancer,MONDO,contraindication,0,1,0
DB06713,1200_1134_15512_5080_100078,Norelgestromin,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06713,12819,Norelgestromin,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB06713,1336,Norelgestromin,DrugBank,familial hyperlipidemia,MONDO,contraindication,0,1,0
DB06713,1442,Norelgestromin,DrugBank,dysthymic disorder,MONDO,contraindication,0,1,0
DB06713,16093,Norelgestromin,DrugBank,borderline epithelial tumor of ovary,MONDO,contraindication,0,1,0
DB06713,16096,Norelgestromin,DrugBank,malignant non-dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06713,16248,Norelgestromin,DrugBank,familial ovarian cancer,MONDO,contraindication,0,1,0
DB06713,16249,Norelgestromin,DrugBank,hereditary site-specific ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB06713,17327,Norelgestromin,DrugBank,primary non-gestational choriocarcinoma of ovary,MONDO,contraindication,0,1,0
DB06713,18171,Norelgestromin,DrugBank,malignant germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06713,18172,Norelgestromin,DrugBank,malignant sex cord stromal tumor of ovary,MONDO,contraindication,0,1,0
DB06713,18369,Norelgestromin,DrugBank,immature ovarian teratoma,MONDO,contraindication,0,1,0
DB06713,19050_4781_44348_44349,Norelgestromin,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB06713,19142,Norelgestromin,DrugBank,inherited porphyria,MONDO,contraindication,0,1,0
DB06713,19182,Norelgestromin,DrugBank,monogenic obesity,MONDO,contraindication,0,1,0
DB06713,19725,Norelgestromin,DrugBank,pediatric systemic lupus erythematosus,MONDO,contraindication,0,1,0
DB06713,20538,Norelgestromin,DrugBank,malignant dysgerminomatous germ cell tumor of ovary,MONDO,contraindication,0,1,0
DB06713,20541,Norelgestromin,DrugBank,maligant granulosa cell tumor of ovary,MONDO,contraindication,0,1,0
DB06713,20542,Norelgestromin,DrugBank,malignant Sertoli-Leydig cell tumor of ovary,MONDO,contraindication,0,1,0
DB06713,20543,Norelgestromin,DrugBank,"theca steroid-producing cell malignant tumor of ovary, not further specified",MONDO,contraindication,0,1,0
DB06713,20671,Norelgestromin,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB06713,21187_11237_11470,Norelgestromin,DrugBank,hyperlipidemia,MONDO_grouped,contraindication,0,1,0
DB06713,21251,Norelgestromin,DrugBank,endometrium neoplasm,MONDO,contraindication,0,1,0
DB06713,2303_6948_6951_2089_41093_1630_1633_2088,Norelgestromin,DrugBank,retinal artery occlusion,MONDO_grouped,contraindication,0,1,0
DB06713,2447,Norelgestromin,DrugBank,endometrial carcinoma (disease),MONDO,contraindication,0,1,0
DB06713,2679,Norelgestromin,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB06713,2691,Norelgestromin,DrugBank,liver cancer,MONDO,contraindication,0,1,0
DB06713,2752,Norelgestromin,DrugBank,ovarian adenocarcinoma,MONDO,contraindication,0,1,0
DB06713,3582,Norelgestromin,DrugBank,hereditary breast ovarian cancer syndrome,MONDO,contraindication,0,1,0
DB06713,3792,Norelgestromin,DrugBank,ovarian carcinosarcoma,MONDO,contraindication,0,1,0
DB06713,3795,Norelgestromin,DrugBank,ovarian small cell carcinoma,MONDO,contraindication,0,1,0
DB06713,4765,Norelgestromin,DrugBank,intrinsic asthma,MONDO,contraindication,0,1,0
DB06713,4784,Norelgestromin,DrugBank,allergic asthma,MONDO,contraindication,0,1,0
DB06713,4979,Norelgestromin,DrugBank,asthma,MONDO,contraindication,0,1,0
DB06713,5010,Norelgestromin,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB06713,5015,Norelgestromin,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB06713,5027,Norelgestromin,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06713,5044,Norelgestromin,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06713,5068,Norelgestromin,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB06713,5098,Norelgestromin,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB06713,5240,Norelgestromin,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB06713,5277,Norelgestromin,DrugBank,migraine disorder,MONDO,contraindication,0,1,0
DB06713,5279,Norelgestromin,DrugBank,pulmonary embolism (disease),MONDO,contraindication,0,1,0
DB06713,5379,Norelgestromin,DrugBank,neurotic disorder,MONDO,contraindication,0,1,0
DB06713,5601,Norelgestromin,DrugBank,ovarian mucinous adenocarcinoma,MONDO,contraindication,0,1,0
DB06713,5744,Norelgestromin,DrugBank,yolk sac tumor,MONDO,contraindication,0,1,0
DB06713,6003,Norelgestromin,DrugBank,uterine corpus cancer,MONDO,contraindication,0,1,0
DB06713,6045,Norelgestromin,DrugBank,ovarian clear cell adenocarcinoma,MONDO,contraindication,0,1,0
DB06713,6335,Norelgestromin,DrugBank,ovarian endometrioid adenocarcinoma,MONDO,contraindication,0,1,0
DB06713,6652_3678_1090_3672_3673_3676_3677_3679_6803,Norelgestromin,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB06713,6716,Norelgestromin,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB06713,7256_18902_16216_3243,Norelgestromin,DrugBank,hepatocellular carcinoma,MONDO_grouped,contraindication,0,1,0
DB06713,7915,Norelgestromin,DrugBank,systemic lupus erythematosus (disease),MONDO,contraindication,0,1,0
DB06713,8170,Norelgestromin,DrugBank,ovarian cancer,MONDO,contraindication,0,1,0
DB06713,8187_2050_5618_5451_5371_100081_5383_1942_1098_3265_11924_12384,Norelgestromin,DrugBank,anxiety disorder,MONDO_grouped,contraindication,0,1,0
DB06718,10811,Stanozolol,DrugBank,benign prostatic hyperplasia (disease),MONDO,contraindication,0,1,0
DB06718,12526_15053_19623_15054,Stanozolol,DrugBank,hereditary angioedema,MONDO_grouped,indication,1,0,0
DB06718,12819,Stanozolol,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB06718,13144,Stanozolol,DrugBank,antithrombin III deficiency,MONDO,off-label use,0,0,1
DB06718,1566,Stanozolol,DrugBank,hypercalcemia disease,MONDO,contraindication,0,1,0
DB06718,1567,Stanozolol,DrugBank,nephrocalcinosis,MONDO,contraindication,0,1,0
DB06718,2319,Stanozolol,DrugBank,phosphorus metabolism disease,MONDO,contraindication,0,1,0
DB06718,5010,Stanozolol,DrugBank,coronary artery disease,MONDO,contraindication,0,1,0
DB06718,5015,Stanozolol,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB06718,5159,Stanozolol,DrugBank,prostate carcinoma,MONDO,contraindication,0,1,0
DB06718,5240,Stanozolol,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB06718,5267,Stanozolol,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB06718,8315,Stanozolol,DrugBank,prostate cancer,MONDO,contraindication,0,1,0
DB06720,9266_9265_9267_18150,Velaglucerase alfa,DrugBank,Gaucher disease,MONDO_grouped,indication,1,0,0
DB06736,5178_6629_5416_6630_6631_6632,Aceclofenac,DrugBank,osteoarthritis,MONDO_grouped,indication,1,0,0
DB06736,5306_20655,Aceclofenac,DrugBank,ankylosing spondylitis,MONDO_grouped,indication,1,0,0
DB06736,6816,Aceclofenac,DrugBank,arthropathy,MONDO,indication,1,0,0
DB06736,7126_8468_24512_13192,Aceclofenac,DrugBank,"spondyloarthropathy, susceptibility to",MONDO_grouped,indication,1,0,0
DB06736,8143_7704_11923_12893_12894_12568,Aceclofenac,DrugBank,osteoarthritis susceptibility,MONDO_grouped,indication,1,0,0
DB06736,8383,Aceclofenac,DrugBank,rheumatoid arthritis,MONDO,indication,1,0,0
DB06774,100192,Capsaicin,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB06774,10138,Capsaicin,DrugBank,thyrotoxicosis,MONDO,contraindication,0,1,0
DB06774,10604_10602_15720_15719_18660_15721_15715_15716_15717,Capsaicin,DrugBank,hemophilia,MONDO_grouped,contraindication,0,1,0
DB06774,11057,Capsaicin,DrugBank,cerebrovascular disorder,MONDO,contraindication,0,1,0
DB06774,1200_1134_15512_5080_100078,Capsaicin,DrugBank,hypertension,MONDO_grouped,contraindication,0,1,0
DB06774,12819,Capsaicin,DrugBank,diabetic ketoacidosis,MONDO,contraindication,0,1,0
DB06774,1409,Capsaicin,DrugBank,esophagitis (disease),MONDO,contraindication,0,1,0
DB06774,19050_4781_44348_44349,Capsaicin,DrugBank,hemoglobinopathy,MONDO_grouped,contraindication,0,1,0
DB06774,20671,Capsaicin,DrugBank,obsolete susceptibility to ischemic stroke,MONDO,contraindication,0,1,0
DB06774,20755,Capsaicin,DrugBank,obsolete heart block,MONDO,contraindication,0,1,0
DB06774,21113,Capsaicin,DrugBank,respiratory failure,MONDO,contraindication,0,1,0
DB06774,2280,Capsaicin,DrugBank,anemia (disease),MONDO,contraindication,0,1,0
DB06774,2281,Capsaicin,DrugBank,macrocytic anemia (disease),MONDO,contraindication,0,1,0
DB06774,2679,Capsaicin,DrugBank,cerebral infarction,MONDO,contraindication,0,1,0
DB06774,41052,Capsaicin,DrugBank,postherpetic neuralgia,MONDO,indication,1,0,0
DB06774,4425,Capsaicin,DrugBank,hyperthyroidism,MONDO,contraindication,0,1,0
DB06774,465,Capsaicin,DrugBank,atrioventricular block (disease),MONDO,contraindication,0,1,0
DB06774,5015,Capsaicin,DrugBank,diabetes mellitus (disease),MONDO,contraindication,0,1,0
DB06774,5027,Capsaicin,DrugBank,epilepsy,MONDO,contraindication,0,1,0
DB06774,5044,Capsaicin,DrugBank,hypertensive disorder,MONDO,contraindication,0,1,0
DB06774,5068,Capsaicin,DrugBank,myocardial infarction (disease),MONDO,contraindication,0,1,0
DB06774,5098,Capsaicin,DrugBank,stroke disorder,MONDO,contraindication,0,1,0
DB06774,5240,Capsaicin,DrugBank,kidney disease,MONDO,contraindication,0,1,0
DB06774,5267,Capsaicin,DrugBank,heart disease,MONDO,contraindication,0,1,0
DB06774,5364,Capsaicin,DrugBank,Graves disease,MONDO,contraindication,0,1,0
DB06774,6652_3678_1090_3672_3673_3676_3677_3679_6803,Capsaicin,DrugBank,myocardial infarction,MONDO_grouped,contraindication,0,1,0
DB06774,6716,Capsaicin,DrugBank,coronary thrombosis,MONDO,contraindication,0,1,0
DB06774,6896,Capsaicin,DrugBank,peptic esophagitis,MONDO,contraindication,0,1,0
DB06774,7186,Capsaicin,DrugBank,gastroesophageal reflux disease,MONDO,contraindication,0,1,0
DB06774,8848,Capsaicin,DrugBank,atrioventricular dissociation (disease),MONDO,contraindication,0,1,0
DB06777,11559_9469_19008,Chenodeoxycholic acid,DrugBank,benign recurrent intrahepatic cholestasis,MONDO_grouped,contraindication,0,1,0
DB06777,13433_18646_18647,Chenodeoxycholic acid,DrugBank,sclerosing cholangitis,MONDO_grouped,contraindication,0,1,0
DB06777,15762_17290_18804,Chenodeoxycholic acid,DrugBank,familial intrahepatic cholestasis,MONDO_grouped,contraindication,0,1,0
DB06777,1751,Chenodeoxycholic acid,DrugBank,cholestasis,MONDO,contraindication,0,1,0
DB06779,100192,Dalteparin,DrugBank,liver failure,MONDO,contraindication,0,1,0
DB06779,10120_8555_14837_8556_30867_14536_12775_10743_2049_4680,Dalteparin,DrugBank,thrombocytopenia,MONDO_grouped,contraindication,0,1,0
DB06779,10604_10602_15720_15719_18660_15721_15715_15716_15717,Dalteparin,DrugBank,hemophilia,MONDO_grouped,contraindication,0,1,0
DB06779,1243_1242,Dalteparin,DrugBank,disseminated intravascular coagulation,MONDO_grouped,indication,1,0,0
DB06779,13144,Dalteparin,DrugBank,antithrombin III deficiency,MONDO,contraindication,0,1,0
DB06779,1687,Dalteparin,DrugBank,diabetic cataract,MONDO,contraindication,0,1,0
DB06779,18854,Dalteparin,DrugBank,acquired purpura fulminans,MONDO,indication,1,0,0
DB06779,19050_4781_44348_44349,Dalteparin,DrugBank,hemoglobinopathy,MONDO_grouped,off-label use,0,0,1
DB06779,5068,Dalteparin,DrugBank,myocardial infarction (disease),MONDO,off-label use,0,0,1
DB06779,5101,Dalteparin,DrugBank,ulcerative colitis (disease),MONDO,contraindication,0,1,0
DB06779,5266,Dalteparin,DrugBank,diabetic retinopathy,MONDO,contraindication,0,1,0
DB06779,5279,Dalteparin,DrugBank,pulmonary embolism (disease),MONDO,indication,1,0,0
DB06779,5298,Dalteparin,DrugBank,osteoporosis,MONDO,contraindication,0,1,0
DB06779,5542,Dalteparin,DrugBank,acute coronary syndrome,MONDO,off-label use,0,0,1
DB06779,6652_3678_1090_3672_3673_3676_3677_3679_6803,Dalteparin,DrugBank,myocardial infarction,MONDO_grouped,off-label use,0,0,1
DB06779,6716,Dalteparin,DrugBank,coronary thrombosis,MONDO,off-label use,0,0,1
DB06779,809,Dalteparin,DrugBank,purpura fulminans,MONDO,indication,1,0,0
DB06779,8159,Dalteparin,DrugBank,postmenopausal osteoporosis,MONDO,contraindication,0,1,0
DB06779,9960_12845_33643_11471_12831_12875_12941_13153_8617_54849_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,Dalteparin,DrugBank,inflammatory bowel disease,MONDO_grouped,contraindication,0,1,0
DB06781,6875,Difluprednate,DrugBank,ocular hypertension,MONDO,contraindication,0,1,0
DB06789,11962,Hydroxyprogesterone caproate,DrugBank,endometrial cancer,MONDO,off-label use,0,0,1
